window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation
67,17,"['farmer', 'agriculture', 'ag', 'producer', 'energy', 'farm', 'manufacturing', 'secrollin', 'policy', 'texas']",68,[],[],[],[],[],0.0,0.0,disappeared
67,18,"['disaster', 'protection', 'storm', 'agency', 'environmental', 'federal', 'iowa', 'weather', 'water', 'management']",68,[],[],[],[],[],0.0,0.0,disappeared
67,19,"['file', 'internal', 'revenue', 'service', 'taxis', 'tax', 'deadline', 'extension', 'today', 'free']",68,[],[],[],[],[],0.0,0.0,disappeared
68,0,"['illegal', 'donald', 'trump', 'border', 'court', 'garcia', 'law', 'alien', 'president', 'abrego']",69,[],[],[],[],[],0.0,0.0,disappeared
68,1,"['easter', 'happy', 'wish', 'celebrate', 'bless', 'hope', 'risen', 'family', 'love', 'rise']",69,[],[],[],[],[],0.0,0.0,disappeared
68,2,"['pope', 'francis', 'rest', 'world', 'peace', 'may', 'catholic', 'compassion', 'pass', 'mourning']",69,[1],"[['pope', 'francis', 'world', 'peace', 'may', 'rest', 'pass', 'catholic', 'compassion', 'mourning']]",[1.0],[1.0],[1.0],1.0,1.0,continued
68,3,"['earth', 'earthday', 'day', 'climate', 'clean', 'planet', 'protect', 'environmental', 'park', 'future']",69,[],[],[],[],[],0.0,0.0,disappeared
68,4,"['county', 'housing', 'great', 'local', 'community', 'farmer', 'countytour', 'support', 'work', 'farm']",69,[],[],[],[],[],0.0,0.0,disappeared
68,5,"['hall', 'town', 'join', 'pm', 'rsvp', 'thank', 'tune', 'hear', 'person', 'event']",69,[],[],[],[],[],0.0,0.0,disappeared
68,6,"['child', 'education', 'start', 'head', 'kid', 'school', 'parent', 'donald', 'trump', 'program']",69,[],[],[],[],[],0.0,0.0,disappeared
68,7,"['hegseth', 'pete', 'secretary', 'resign', 'security', 'signal', 'chat', 'national', 'fire', 'defense']",69,[],[],[],[],[],0.0,0.0,disappeared
68,8,"['tariff', 'business', 'donald', 'trump', 'price', 'trade', 'small', 'cost', 'economy', 'raise']",69,[],[],[],[],[],0.0,0.0,disappeared
68,9,"['friday', 'good', 'sacrifice', 'bless', 'wish', 'sin', 'love', 'chris', 'cross', 'jesus']",69,[],[],[],[],[],0.0,0.0,disappeared
68,10,"['medicaid', 'cut', 'care', 'health', 'republicans', 'republican', 'would', 'budget', 'tax', 'medicare']",69,[],[],[],[],[],0.0,0.0,disappeared
68,11,"['holocaust', 'hashoah', 'yom', 'million', 'antisemitism', 'never', 'jews', 'six', 'jewish', 'murder']",69,[2],"[['holocaust', 'yom', 'hashoah', 'million', 'antisemitism', 'never', 'remember', 'murder', 'six', 'jewish']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
68,12,"['gun', 'molly', 'family', 'mcgovern', 'violence', 'prayer', 'heart', 'love', 'life', 'shooting']",69,[],[],[],[],[],0.0,0.0,disappeared
68,13,"['student', 'school', 'academy', 'great', 'service', 'young', 'team', 'college', 'high', 'community']",69,[],[],[],[],[],0.0,0.0,disappeared
68,14,"['social', 'musk', 'security', 'elon', 'doge', 'donald', 'benefit', 'trump', 'government', 'earn']",69,[],[],[],[],[],0.0,0.0,disappeared
68,15,"['india', 'attack', 'kashmir', 'terrorist', 'victim', 'condemn', 'tourist', 'terrorism', 'pahalgam', 'stand']",69,[],[],[],[],[],0.0,0.0,disappeared
68,16,"['art', 'competition', 'congressional', 'artwork', 'submit', 'capitol', 'artist', 'high', 'submission', 'school']",69,[],[],[],[],[],0.0,0.0,disappeared
68,17,"['vladimir', 'ukraine', 'putin', 'russia', 'russian', 'peace', 'war', 'donald', 'trump', 'kyiv']",69,[],[],[],[],[],0.0,0.0,disappeared
68,18,"['tax', 'cut', 'extend', 'hike', 'family', 'act', 'worker', 'relief', 'job', 'business']",69,[],[],[],[],[],0.0,0.0,disappeared
68,19,"['birthday', 'army', 'usarmyreserve', 'reserve', 'nation', 'thank', 'th', 'happy', 'serve', 'woman']",69,[],[],[],[],[],0.0,0.0,disappeared
68,20,"['energy', 'american', 'dominance', 'unleash', 'clean', 'coal', 'future', 'potus', 'production', 'independence']",69,[],[],[],[],[],0.0,0.0,disappeared
68,21,"['armenian', 'genocide', 'million', 'honor', 'remembrance', 'never', 'remember', 'today', 'azerbaijan', 'armenians']",69,[],[],[],[],[],0.0,0.0,disappeared
69,0,"['donald', 'trump', 'work', 'community', 'make', 'day', 'family', 'protect', 'cut', 'president']",70,[],[],[],[],[],0.0,0.0,disappeared
69,1,"['pope', 'francis', 'world', 'peace', 'may', 'rest', 'pass', 'catholic', 'compassion', 'mourning']",70,[],[],[],[],[],0.0,0.0,disappeared
69,2,"['holocaust', 'yom', 'hashoah', 'million', 'antisemitism', 'never', 'remember', 'murder', 'six', 'jewish']",70,[1],"[['holocaust', 'antisemitism', 'jewish', 'yom', 'hashoah', 'million', 'never', 'remember', 'must', 'murder']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
69,3,"['india', 'attack', 'kashmir', 'terrorist', 'victim', 'condemn', 'family', 'stand', 'violence', 'terrorism']",70,[],[],[],[],[],0.0,0.0,disappeared
69,4,"['armenian', 'genocide', 'million', 'remember', 'honor', 'today', 'never', 'remembrance', 'anniversary', 'stand']",70,[4],"[['armenian', 'genocide', 'million', 'remember', 'honor', 'today', 'never', 'remembrance', 'armenians', 'stand']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
70,0,"['donald', 'trump', 'day', 'president', 'make', 'work', 'american', 'first', 'community', 'america']",71,[],[],[],[],[],0.0,0.0,disappeared
70,1,"['holocaust', 'antisemitism', 'jewish', 'yom', 'hashoah', 'million', 'never', 'remember', 'must', 'murder']",71,[],[],[],[],[],0.0,0.0,disappeared
70,2,"['vladimir', 'ukraine', 'putin', 'russia', 'donald', 'trump', 'peace', 'war', 'russian', 'ukrainian']",71,[],[],[],[],[],0.0,0.0,disappeared
70,3,"['fentanyl', 'drug', 'awareness', 'day', 'national', 'prescription', 'take', 'nationalfentanylawarenessday', 'deadly', 'crisis']",71,[],[],[],[],[],0.0,0.0,disappeared
70,4,"['armenian', 'genocide', 'million', 'remember', 'honor', 'today', 'never', 'remembrance', 'armenians', 'stand']",71,[],[],[],[],[],0.0,0.0,disappeared
71,0,"['border', 'promise', 'president', 'secure', 'day', 'illegal', 'trump', 'donald', 'first', 'american']",72,[],[],[],[],[],0.0,0.0,disappeared
71,1,"['tax', 'budget', 'cut', 'musk', 'government', 'donald', 'spending', 'trump', 'billion', 'doge']",72,[],[],[],[],[],0.0,0.0,disappeared
71,2,"['tariff', 'economy', 'donald', 'trump', 'price', 'business', 'cost', 'trade', 'recession', 'gdp']",72,[1],"[['tariff', 'donald', 'trump', 'economy', 'price', 'business', 'cost', 'president', 'trade', 'recession']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
71,3,"['health', 'mental', 'research', 'cancer', 'care', 'funding', 'cut', 'child', 'kid', 'school']",72,[],[],[],[],[],0.0,0.0,disappeared
71,4,"['judge', 'deport', 'illegal', 'process', 'due', 'court', 'law', 'deportation', 'citizen', 'ice']",72,[],[],[],[],[],0.0,0.0,disappeared
71,5,"['china', 'hegseth', 'security', 'waltz', 'military', 'pete', 'national', 'defense', 'johnson', 'mike']",72,[9],"[['hegseth', 'waltz', 'pete', 'mike', 'johnson', 'security', 'defense', 'nations', 'military', 'national']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
71,6,"['honor', 'sacrifice', 'military', 'veteran', 'vietnam', 'service', 'month', 'serve', 'appreciation', 'vietnamese']",72,[],[],[],[],[],0.0,0.0,disappeared
71,7,"['medicaid', 'cut', 'care', 'health', 'republicans', 'million', 'republican', 'medicare', 'healthcare', 'budget']",72,[],[],[],[],[],0.0,0.0,disappeared
71,8,"['israel', 'jewish', 'antisemitism', 'hostage', 'hamas', 'must', 'iran', 'independence', 'terrorist', 'hold']",72,[],[],[],[],[],0.0,0.0,disappeared
71,9,"['prayer', 'god', 'pray', 'nation', 'national', 'bless', 'nationaldayofprayer', 'faith', 'day', 'may']",72,[5],"[['prayer', 'god', 'pray', 'nation', 'national', 'faith', 'day', 'nationaldayofprayer', 'bless', 'may']]",[1.0],[1.0],[1.0],1.0,1.0,continued
71,10,"['worker', 'union', 'labor', 'fight', 'wage', 'internationalworkersday', 'workplace', 'right', 'condition', 'safe']",72,[],[],[],[],[],0.0,0.0,disappeared
71,11,"['tune', 'live', 'watch', 'join', 'youtube', 'talk', 'podcast', 'first', 'day', 'morning']",72,[],[],[],[],[],0.0,0.0,disappeared
71,12,"['take', 'online', 'act', 'victim', 'deepfake', 'image', 'ai', 'pass', 'protect', 'desk']",72,[],[],[],[],[],0.0,0.0,disappeared
71,13,"['ukraine', 'vladimir', 'putin', 'russia', 'peace', 'mineral', 'war', 'russian', 'deal', 'agreement']",72,[18],"[['ukraine', 'vladimir', 'mineral', 'peace', 'putin', 'russia', 'agreement', 'deal', 'partnership', 'war']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
71,14,"['student', 'school', 'great', 'high', 'leader', 'team', 'community', 'celebrate', 'host', 'university']",72,[],[],[],[],[],0.0,0.0,disappeared
71,15,"['california', 'vehicle', 'mandate', 'biden', 'joe', 'air', 'emission', 'ev', 'vote', 'standard']",72,[16],"[['california', 'vehicle', 'mandate', 'biden', 'joe', 'standard', 'emission', 'vote', 'air', 'ev']]",[1.0],[1.0],[1.0],1.0,1.0,continued
71,16,"['art', 'competition', 'congressional', 'winner', 'artwork', 'piece', 'high', 'school', 'year', 'artist']",72,[],[],[],[],[],0.0,0.0,disappeared
71,17,"['farm', 'farmer', 'agriculture', 'ag', 'crop', 'great', 'rancher', 'insurance', 'bill', 'rural']",72,[],[],[],[],[],0.0,0.0,disappeared
71,18,"['emergency', 'wildfire', 'management', 'weather', 'disaster', 'agency', 'storm', 'severe', 'fire', 'federal']",72,[],[],[],[],[],0.0,0.0,disappeared
71,19,"['chaos', 'day', 'donald', 'trump', 'first', 'administration', 'cruelty', 'back', 'people', 'fight']",72,[],[],[],[],[],0.0,0.0,disappeared
71,20,"['equalityact', 'equality', 'lgbtq', 'equalitycaucus', 'discrimination', 'lgbtqi', 'right', 'reintroduce', 'protection', 'law']",72,[],[],[],[],[],0.0,0.0,disappeared
71,21,"['aanhpi', 'asian', 'heritage', 'month', 'pacific', 'islander', 'native', 'hawaiian', 'contribution', 'celebrate']",72,[19],"[['aanhpi', 'asian', 'pacific', 'islander', 'month', 'heritage', 'native', 'hawaiian', 'contribution', 'celebrate']]",[1.0],[1.0],[1.0],1.0,1.0,continued
71,22,"['fentanyl', 'awareness', 'drug', 'nationalfentanylawarenessday', 'deadly', 'national', 'crisis', 'day', 'epidemic', 'fentanylawarenessday']",72,[],[],[],[],[],0.0,0.0,disappeared
71,23,"['energy', 'oil', 'gas', 'unleash', 'american', 'drill', 'dominance', 'nuclear', 'power', 'production']",72,[],[],[],[],[],0.0,0.0,disappeared
71,24,"['investment', 'manufacturing', 'president', 'american', 'job', 'invest', 'trump', 'manufacture', 'donald', 'tennessee']",72,[],[],[],[],[],0.0,0.0,disappeared
71,25,"['transportgop', 'transportation', 'highway', 'transit', 'infrastructure', 'today', 'road', 'rail', 'uscg', 'bill']",72,[],[],[],[],[],0.0,0.0,disappeared
71,26,"['social', 'security', 'benefit', 'earn', 'senior', 'office', 'bisignano', 'elon', 'hard', 'administration']",72,[],[],[],[],[],0.0,0.0,disappeared
71,27,"['pray', 'family', 'chatham', 'tragic', 'thought', 'injure', 'tragedy', 'crash', 'community', 'heart']",72,[],[],[],[],[],0.0,0.0,disappeared
72,0,"['illegal', 'law', 'border', 'judge', 'deport', 'alien', 'constitution', 'donald', 'trump', 'ice']",73,[],[],[],[],[],0.0,0.0,disappeared
72,1,"['tariff', 'donald', 'trump', 'economy', 'price', 'business', 'cost', 'president', 'trade', 'recession']",73,[],[],[],[],[],0.0,0.0,disappeared
72,2,"['budget', 'tax', 'cut', 'donald', 'trump', 'spending', 'president', 'billion', 'american', 'proposal']",73,[],[],[],[],[],0.0,0.0,disappeared
72,3,"['medicaid', 'cut', 'care', 'health', 'republicans', 'snap', 'republican', 'million', 'food', 'people']",73,[1],"[['medicaid', 'cut', 'republicans', 'snap', 'health', 'million', 'republican', 'care', 'budget', 'people']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
72,4,"['jewish', 'israel', 'antisemitism', 'iran', 'hamas', 'hostage', 'terrorist', 'ally', 'must', 'gaza']",73,[],[],[],[],[],0.0,0.0,disappeared
72,5,"['prayer', 'god', 'pray', 'nation', 'national', 'faith', 'day', 'nationaldayofprayer', 'bless', 'may']",73,[],[],[],[],[],0.0,0.0,disappeared
72,6,"['business', 'small', 'smallbusinessweek', 'economy', 'week', 'entrepreneur', 'owner', 'backbone', 'local', 'nationalsmallbusinessweek']",73,[2],"[['business', 'small', 'economy', 'smallbusinessweek', 'week', 'entrepreneur', 'owner', 'backbone', 'nationalsmallbusinessweek', 'community']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
72,7,"['teacher', 'educator', 'appreciation', 'thank', 'student', 'happy', 'teacherappreciationweek', 'shape', 'day', 'generation']",73,[4],"[['teacher', 'educator', 'appreciation', 'teacherappreciationweek', 'thank', 'student', 'happy', 'day', 'shape', 'week']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
72,8,"['day', 'chaos', 'first', 'donald', 'trump', 'administration', 'corruption', 'people', 'president', 'office']",73,[],[],[],[],[],0.0,0.0,disappeared
72,9,"['hegseth', 'waltz', 'pete', 'mike', 'johnson', 'security', 'defense', 'nations', 'military', 'national']",73,[],[],[],[],[],0.0,0.0,disappeared
72,10,"['worker', 'union', 'labor', 'wage', 'internationalworkersday', 'federal', 'fight', 'stand', 'fair', 'employee']",73,[],[],[],[],[],0.0,0.0,disappeared
72,11,"['art', 'competition', 'winner', 'congressional', 'year', 'piece', 'artist', 'congratulation', 'capitol', 'artwork']",73,[],[],[],[],[],0.0,0.0,disappeared
72,12,"['military', 'month', 'honor', 'sacrifice', 'serve', 'service', 'appreciation', 'veteran', 'man', 'woman']",73,[],[],[],[],[],0.0,0.0,disappeared
72,13,"['school', 'student', 'great', 'community', 'team', 'attend', 'event', 'meet', 'annual', 'honor']",73,[],[],[],[],[],0.0,0.0,disappeared
72,14,"['farm', 'farmer', 'insurance', 'texas', 'agriculture', 'rancher', 'producer', 'meet', 'discuss', 'ag']",73,[],[],[],[],[],0.0,0.0,disappeared
72,15,"['health', 'mental', 'research', 'funding', 'institutes', 'school', 'cut', 'cancer', 'grant', 'of']",73,[],[],[],[],[],0.0,0.0,disappeared
72,16,"['california', 'vehicle', 'mandate', 'biden', 'joe', 'standard', 'emission', 'vote', 'air', 'ev']",73,[],[],[],[],[],0.0,0.0,disappeared
72,17,"['nurse', 'care', 'nationalnursesday', 'compassion', 'thank', 'day', 'dedication', 'every', 'national', 'healthy']",73,[],[],[],[],[],0.0,0.0,disappeared
72,18,"['ukraine', 'vladimir', 'mineral', 'peace', 'putin', 'russia', 'agreement', 'deal', 'partnership', 'war']",73,[],[],[],[],[],0.0,0.0,disappeared
72,19,"['aanhpi', 'asian', 'pacific', 'islander', 'month', 'heritage', 'native', 'hawaiian', 'contribution', 'celebrate']",73,[],[],[],[],[],0.0,0.0,disappeared
72,20,"['energy', 'power', 'nuclear', 'coal', 'grid', 'biofuel', 'wind', 'renewable', 'american', 'dominance']",73,[],[],[],[],[],0.0,0.0,disappeared
72,21,"['preside', 'agree', 'good', 'jamiebonkiewicz', 'wear', 'speaker', 'say', 'boxman', 'tempore', 'danrich']",73,[],[],[],[],[],0.0,0.0,disappeared
72,22,"['china', 'communist', 'chinese', 'taiwan', 'party', 'states', 'america', 'united', 'global', 'pacific']",73,[],[],[],[],[],0.0,0.0,disappeared
72,23,"['real', 'passport', 'may', 'license', 'fly', 'start', 'form', 'domestic', 'flight', 'deadline']",73,[],[],[],[],[],0.0,0.0,disappeared
72,24,"['emergency', 'hurricane', 'wildfire', 'weather', 'season', 'management', 'disaster', 'preparedness', 'agency', 'fire']",73,[18],"[['emergency', 'management', 'agency', 'hurricane', 'federal', 'disaster', 'season', 'wildfire', 'fire', 'preparedness']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
72,25,"['social', 'security', 'bisignano', 'frank', 'benefit', 'doge', 'vote', 'senior', 'ssa', 'elon']",73,[],[],[],[],[],0.0,0.0,disappeared
72,26,"['pbs', 'npr', 'public', 'medium', 'attack', 'broadcasting', 'donald', 'order', 'press', 'trump']",73,[],[],[],[],[],0.0,0.0,disappeared
72,27,"['veteran', 'va', 'care', 'veterans', 'benefit', 'foreclosure', 'health', 'act', 'vet', 'secvetaffair']",73,[],[],[],[],[],0.0,0.0,disappeared
72,28,"['fentanyl', 'drug', 'cartel', 'large', 'agpambondi', 'deadly', 'seizure', 'bust', 'flow', 'wire']",73,[],[],[],[],[],0.0,0.0,disappeared
72,29,"['office', 'help', 'federal', 'agency', 'team', 'hour', 'need', 'social', 'mobile', 'casework']",73,[29],"[['office', 'help', 'team', 'agency', 'federal', 'hour', 'mobile', 'social', 'need', 'pm']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
72,30,"['tune', 'watch', 'live', 'si', 'full', 'youtu', 'youtube', 'join', 'remark', 'newsmax']",73,[],[],[],[],[],0.0,0.0,disappeared
72,31,"['vietnam', 'vietnamese', 'saigon', 'war', 'fall', 'anniversary', 'honor', 'april', 'black', 'th']",73,[],[],[],[],[],0.0,0.0,disappeared
73,0,"['illegal', 'law', 'investigation', 'border', 'donald', 'trump', 'bureau', 'criminal', 'immigration', 'of']",74,[0],"[['illegal', 'border', 'donald', 'trump', 'law', 'ice', 'investigation', 'bureau', 'criminal', 'of']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,1,"['medicaid', 'cut', 'republicans', 'snap', 'health', 'million', 'republican', 'care', 'budget', 'people']",74,[1],"[['medicaid', 'cut', 'republicans', 'health', 'million', 'care', 'republican', 'snap', 'budget', 'people']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,2,"['business', 'small', 'economy', 'smallbusinessweek', 'week', 'entrepreneur', 'owner', 'backbone', 'nationalsmallbusinessweek', 'community']",74,[9],"[['business', 'small', 'smallbusinessweek', 'entrepreneur', 'economy', 'week', 'nationalsmallbusinessweek', 'owner', 'community', 'backbone']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,3,"['pope', 'leo', 'xiv', 'catholic', 'church', 'first', 'american', 'world', 'god', 'pray']",74,[5],"[['pope', 'leo', 'xiv', 'catholic', 'church', 'first', 'american', 'world', 'may', 'god']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,4,"['teacher', 'educator', 'appreciation', 'teacherappreciationweek', 'thank', 'student', 'happy', 'day', 'shape', 'week']",74,[],[],[],[],[],0.0,0.0,disappeared
73,5,"['tax', 'cut', 'budget', 'debt', 'donald', 'trump', 'family', 'spending', 'fiscal', 'trillion']",74,[],[],[],[],[],0.0,0.0,disappeared
73,6,"['energy', 'natural', 'power', 'oil', 'clean', 'utm', 'gas', 'resource', 'land', 'grid']",74,[],[],[],[],[],0.0,0.0,disappeared
73,7,"['jewish', 'antisemitism', 'campus', 'college', 'student', 'university', 'columbia', 'edworkforcecmte', 'antisemitic', 'month']",74,[14],"[['antisemitism', 'jewish', 'campus', 'college', 'university', 'student', 'columbia', 'contribution', 'month', 'antisemitic']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,8,"['chinese', 'communist', 'china', 'party', 'influence', 'confucius', 'university', 'taiwan', 'ai', 'foreign']",74,[],[],[],[],[],0.0,0.0,disappeared
73,9,"['gulf', 'rename', 'mexico', 'america', 'vote', 'codify', 'house', 'executive', 'bill', 'name']",74,[16],"[['gulf', 'rename', 'mexico', 'america', 'vote', 'house', 'codify', 'bill', 'name', 'republicans']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,10,"['nurse', 'care', 'nationalnursesweek', 'thank', 'compassion', 'day', 'nationalnursesday', 'national', 'dedication', 'patient']",74,[15],"[['nurse', 'care', 'nationalnursesweek', 'compassion', 'thank', 'patient', 'nationalnursesday', 'dedication', 'national', 'day']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,11,"['veteran', 'va', 'care', 'act', 'bill', 'veterans', 'pass', 'secvetaffair', 'access', 'deserve']",74,[],[],[],[],[],0.0,0.0,disappeared
73,12,"['art', 'competition', 'congressional', 'winner', 'year', 'congratulation', 'display', 'piece', 'artist', 'high']",74,[],[],[],[],[],0.0,0.0,disappeared
73,13,"['mental', 'health', 'awareness', 'gun', 'violence', 'suicide', 'crisis', 'community', 'lifeline', 'prevention']",74,[],[],[],[],[],0.0,0.0,disappeared
73,14,"['victory', 'europe', 'freedom', 'sacrifice', 'honor', 'wwii', 'today', 'world', 'war', 'tyranny']",74,[20],"[['victory', 'europe', 'freedom', 'sacrifice', 'honor', 'wwii', 'war', 'today', 'world', 'tyranny']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,15,"['iran', 'israel', 'gaza', 'hamas', 'nuclear', 'hostage', 'benjamin', 'terrorist', 'aid', 'sanction']",74,[],[],[],[],[],0.0,0.0,disappeared
73,16,"['crypto', 'genius', 'corruption', 'digital', 'asset', 'stablecoin', 'donald', 'coin', 'trump', 'act']",74,[],[],[],[],[],0.0,0.0,disappeared
73,17,"['tariff', 'price', 'donald', 'trump', 'business', 'trade', 'port', 'economy', 'cost', 'chaotic']",74,[13],"[['tariff', 'donald', 'price', 'trump', 'business', 'small', 'cost', 'economy', 'trade', 'port']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,18,"['emergency', 'management', 'agency', 'hurricane', 'federal', 'disaster', 'season', 'wildfire', 'fire', 'preparedness']",74,[17],"[['emergency', 'management', 'agency', 'fire', 'federal', 'hurricane', 'firefighter', 'disaster', 'wildfire', 'preparedness']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,19,"['farmer', 'farm', 'agriculture', 'usda', 'producer', 'director', 'rural', 'ag', 'secrollin', 'state']",74,[],[],[],[],[],0.0,0.0,disappeared
73,20,"['community', 'student', 'great', 'school', 'team', 'thank', 'enjoy', 'event', 'dc', 'az']",74,[],[],[],[],[],0.0,0.0,disappeared
73,21,"['woman', 'man', 'sport', 'dogecommittee', 'lehfeldt', 'usa', 'damien', 'fencing', 'gopoversight', 'repmtg']",74,[25],"[['woman', 'sport', 'dogecommittee', 'man', 'lehfeldt', 'usa', 'damien', 'fencing', 'gopoversight', 'repmtg']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,22,"['public', 'servant', 'service', 'recognition', 'publicservicerecognitionweek', 'worker', 'federal', 'week', 'employee', 'thank']",74,[23],"[['public', 'service', 'servant', 'worker', 'recognition', 'publicservicerecognitionweek', 'federal', 'week', 'civil', 'employee']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,23,"['trade', 'deal', 'uk', 'president', 'market', 'historic', 'potus', 'america', 'kingdom', 'fair']",74,[21],"[['trade', 'deal', 'uk', 'historic', 'president', 'fair', 'potus', 'agreement', 'market', 'america']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,24,"['real', 'passport', 'license', 'start', 'fly', 'may', 'driver', 'domestic', 'flight', 'compliant']",74,[],[],[],[],[],0.0,0.0,disappeared
73,25,"['child', 'mom', 'mother', 'family', 'parent', 'care', 'momsequalpayday', 'support', 'pay', 'act']",74,[18],"[['child', 'mom', 'care', 'family', 'parent', 'mother', 'pay', 'act', 'parenthood', 'momsequalpayday']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,26,"['traffic', 'air', 'airport', 'newark', 'controller', 'faa', 'safety', 'delay', 'aviation', 'flight']",74,[27],"[['newark', 'traffic', 'air', 'controller', 'airport', 'faa', 'safety', 'delay', 'aviation', 'flight']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,27,"['spouse', 'military', 'sacrifice', 'strength', 'appreciation', 'militaryspouseappreciationday', 'thank', 'support', 'wife', 'service']",74,[28],"[['spouse', 'military', 'sacrifice', 'strength', 'appreciation', 'militaryspouseappreciationday', 'support', 'thank', 'service', 'member']]",[0.818],[1.0],[1.0],1.0,1.0,unclear
73,28,"['hospital', 'care', 'patient', 'healthcare', 'discuss', 'health', 'meeting', 'meet', 'iowa', 'anesthesiologist']",74,[],[],[],[],[],0.0,0.0,disappeared
73,29,"['office', 'help', 'team', 'agency', 'federal', 'hour', 'mobile', 'social', 'need', 'pm']",74,[],[],[],[],[],0.0,0.0,disappeared
73,30,"['hayden', 'dr', 'carla', 'librarian', 'library', 'congress', 'fire', 'donald', 'history', 'trump']",74,[29],"[['hayden', 'dr', 'librarian', 'carla', 'congress', 'library', 'fire', 'history', 'donald', 'trump']]",[1.0],[1.0],[1.0],1.0,1.0,continued
73,31,"['social', 'security', 'bisignano', 'frank', 'benefit', 'ssa', 'commissioner', 'vote', 'doge', 'earn']",74,[],[],[],[],[],0.0,0.0,disappeared
73,32,"['tune', 'live', 'join', 'youtube', 'minute', 'broadcast', 'watch', 'et', 'fm', 'pm']",74,[],[],[],[],[],0.0,0.0,disappeared
73,33,"['agree', 'lol', 'exactly', 'true', 'good', 'spot', 'soon', 'look', 'let', 'xx']",74,[],[],[],[],[],0.0,0.0,disappeared
73,34,"['ukraine', 'vladimir', 'russia', 'putin', 'nato', 'mineral', 'russian', 'ukrainian', 'war', 'peace']",74,[],[],[],[],[],0.0,0.0,disappeared
73,35,"['veteran', 'month', 'service', 'honor', 'military', 'sacrifice', 'appreciation', 'serve', 'nation', 'militaryappreciationmonth']",74,[],[],[],[],[],0.0,0.0,disappeared
73,36,"['water', 'land', 'lake', 'river', 'conservation', 'project', 'protect', 'public', 'great', 'infrastructure']",74,[],[],[],[],[],0.0,0.0,disappeared
74,0,"['illegal', 'border', 'donald', 'trump', 'law', 'ice', 'investigation', 'bureau', 'criminal', 'of']",75,[],[],[],[],[],0.0,0.0,disappeared
74,1,"['medicaid', 'cut', 'republicans', 'health', 'million', 'care', 'republican', 'snap', 'budget', 'people']",75,[],[],[],[],[],0.0,0.0,disappeared
74,2,"['mother', 'mom', 'happy', 'day', 'love', 'wife', 'wish', 'incredible', 'amazing', 'figure']",75,[],[],[],[],[],0.0,0.0,disappeared
74,3,"['energy', 'tax', 'bill', 'reconciliation', 'american', 'debt', 'cut', 'big', 'clean', 'beautiful']",75,[],[],[],[],[],0.0,0.0,disappeared
74,4,"['edan', 'hostage', 'alexander', 'hamas', 'home', 'release', 'israel', 'captivity', 'iran', 'finally']",75,[],[],[],[],[],0.0,0.0,disappeared
74,5,"['pope', 'leo', 'xiv', 'catholic', 'church', 'first', 'american', 'world', 'may', 'god']",75,[],[],[],[],[],0.0,0.0,disappeared
74,6,"['student', 'art', 'competition', 'academy', 'winner', 'congressional', 'congratulation', 'school', 'year', 'capitol']",75,[],[],[],[],[],0.0,0.0,disappeared
74,7,"['farmer', 'farm', 'great', 'land', 'agriculture', 'work', 'meet', 'producer', 'discuss', 'state']",75,[],[],[],[],[],0.0,0.0,disappeared
74,8,"['teacher', 'educator', 'appreciation', 'teacherappreciationweek', 'student', 'thank', 'shape', 'generation', 'future', 'happy']",75,[],[],[],[],[],0.0,0.0,disappeared
74,9,"['business', 'small', 'smallbusinessweek', 'entrepreneur', 'economy', 'week', 'nationalsmallbusinessweek', 'owner', 'community', 'backbone']",75,[],[],[],[],[],0.0,0.0,disappeared
74,10,"['vladimir', 'pakistan', 'india', 'ukraine', 'russia', 'putin', 'peace', 'cuba', 'ceasefire', 'regime']",75,[],[],[],[],[],0.0,0.0,disappeared
74,11,"['police', 'officer', 'enforcement', 'week', 'law', 'national', 'honor', 'community', 'man', 'safe']",75,[],[],[],[],[],0.0,0.0,disappeared
